,close,open,low,high,volume
2012-03-17,5.26,5.28,5.26,5.41,121.24395121
2012-03-18,5.41,5.26,5.26,5.42,148.65151713999995
2012-03-19,5.24,5.41,5.24,5.42,434.28533264
2012-03-20,4.89,5.24,4.82,5.37,399.20709333
2012-03-21,4.79,4.89,4.79,4.97,269.34258049000005
2012-03-22,4.81,4.79,4.79,4.96,59.32862903
2012-03-23,4.91,4.81,4.72,4.98,346.41099469999995
2012-03-24,4.78,4.91,4.6,4.91,393.13018484
2012-03-25,4.61,4.78,4.61,4.83,192.83850932
2012-03-26,4.66,4.61,4.54,4.84,44.15332306000001
2012-03-27,4.78,4.66,4.54,4.78,75.09800181
2012-03-28,4.78,4.78,4.69,4.97,465.57555508
2012-03-29,4.82,4.78,4.76,4.95,289.3144559800002
2012-03-30,4.77,4.82,4.76,4.9,131.53452961
2012-03-31,4.92,4.77,4.76,4.92,160.29665165999995
2012-04-01,4.89,4.92,4.89,4.92,132.97165492999997
2012-04-02,4.89,4.89,4.77,4.89,306.9058652
2012-04-03,5.04,4.89,4.78,5.04,901.77702426
2012-04-04,4.99,5.04,4.86,5.04,231.10448856
2012-04-05,5.01,4.99,4.86,5.01,305.43564088
2012-04-06,4.87,5.01,4.81,5.04,933.56460032
2012-04-07,4.89,4.87,4.87,4.99,251.00809204
2012-04-08,4.79,4.89,4.69,4.92,198.72603738
2012-04-09,4.7,4.79,4.7,4.8,151.79746132
2012-04-10,4.84,4.7,4.7,4.85,217.59427498
2012-04-11,4.78,4.84,4.78,4.87,262.88168701
2012-04-12,4.74,4.78,4.73,4.92,619.1025919
2012-04-13,4.95,4.74,4.74,4.95,687.9864492099997
2012-04-14,5.0,4.95,4.81,5.01,1337.6142926800005
2012-04-15,4.96,5.0,4.94,5.0,214.04174425
2012-04-16,4.96,4.96,4.92,4.99,148.49407577
2012-04-17,4.98,4.96,4.94,4.98,414.55754874
2012-04-18,5.11,4.98,4.95,5.11,522.1030062299999
2012-04-19,5.14,5.11,5.04,5.18,917.35884439
2012-04-20,5.13,5.14,5.1,5.16,306.4751047100001
2012-04-21,5.34,5.13,5.09,5.43,384.26705449
2012-04-22,5.21,5.34,5.19,5.34,258.42329769
2012-04-23,5.21,5.21,5.17,5.25,167.38958608
2012-04-24,5.05,5.21,4.98,5.21,1125.1450441300003
2012-04-25,5.12,5.05,5.04,5.15,1896.50336674
2012-04-26,5.05,5.12,4.86,5.14,1514.08796621
2012-04-27,5.06,5.05,4.86,5.12,736.22511185
2012-04-28,4.91,5.06,4.91,5.08,821.60268335
2012-04-29,4.9,4.91,4.81,4.99,148.36853648
2012-04-30,4.91,4.9,4.9,4.91,7.0517825
2012-05-01,4.92,4.91,4.86,5.02,669.05540756
2012-05-02,5.13,4.92,4.91,5.13,1052.4042279599996
2012-05-03,5.1,5.13,5.05,5.15,144.44718559
2012-05-04,5.07,5.1,5.07,5.15,937.2103731900003
2012-05-05,5.07,5.07,5.07,5.15,560.94259943
2012-05-06,5.06,5.07,5.02,5.11,1122.64948382
2012-05-07,5.03,5.06,4.97,5.1,820.1869125699999
2012-05-08,5.04,5.03,4.99,5.08,663.2654340400002
2012-05-09,5.03,5.04,5.01,5.07,533.98942275
2012-05-10,4.99,5.03,4.9,5.08,885.2450586199999
2012-05-11,4.94,4.99,4.87,5.04,331.4230211499999
2012-05-12,4.95,4.94,4.87,4.95,359.64651641000006
2012-05-13,4.95,4.95,4.91,4.97,232.91953864
2012-05-14,4.91,4.95,4.91,4.95,406.33568398000006
2012-05-15,4.95,4.91,4.88,4.99,726.87639936
2012-05-16,5.02,4.95,4.9,5.02,624.43203648
2012-05-17,5.03,5.02,4.99,5.04,465.95892806
2012-05-18,5.03,5.03,5.01,5.03,265.17550714000004
2012-05-19,5.08,5.03,5.03,5.08,933.62430376
2012-05-20,5.07,5.08,5.05,5.08,143.16148701999995
2012-05-21,5.01,5.07,5.01,5.08,57.90212653
2012-05-22,5.08,5.01,5.01,5.09,322.55739561
2012-05-23,5.09,5.08,5.0,5.09,1029.6528909899996
2012-05-24,5.05,5.09,5.04,5.1,464.08272936
2012-05-25,5.09,5.05,5.05,5.12,674.74299104
2012-05-26,5.09,5.09,5.08,5.1,295.3484307500001
2012-05-27,5.08,5.09,5.06,5.09,341.92953344
2012-05-28,5.08,5.08,5.0,5.08,951.93775763
2012-05-29,5.05,5.08,5.04,5.08,198.03778361
2012-05-30,5.1,5.05,4.95,5.12,1316.28964754
2012-05-31,5.14,5.1,5.08,5.14,1398.90230901
2012-06-01,5.17,5.14,5.1,5.19,479.80406816
2012-06-02,5.2,5.17,5.16,5.24,457.98114798
2012-06-03,5.19,5.2,5.17,5.21,150.75740006
2012-06-04,5.18,5.19,5.17,5.2,47.98736215
2012-06-05,5.28,5.18,5.14,5.32,1602.8677445300002
2012-06-06,5.37,5.28,5.28,5.49,837.3167261799998
2012-06-07,5.4,5.37,5.37,5.49,608.29987623
2012-06-08,5.56,5.4,5.4,5.56,1915.92536752
2012-06-09,5.61,5.56,5.55,5.63,911.3388607
2012-06-10,5.54,5.61,5.47,5.62,340.32731552000007
2012-06-11,5.45,5.54,5.42,5.54,253.95939516
2012-06-12,5.59,5.45,5.4,5.59,733.6888232299997
2012-06-13,5.82,5.59,5.53,5.9,9542.85221949
2012-06-14,5.82,5.82,5.8,6.0,3226.5708501
2012-06-15,5.86,5.82,5.79,5.91,1615.4864962300005
2012-06-16,6.45,5.86,5.56,6.45,2238.6029900799995
2012-06-17,6.41,6.45,6.28,6.52,609.5614523300002
2012-06-18,6.23,6.47,5.98,6.47,1505.54938662
2012-06-19,6.28,6.23,6.06,6.4,1801.75875215
2012-06-20,6.47,6.28,6.26,6.49,1259.41959908
2012-06-21,6.65,6.47,6.29,6.67,1852.23238808
2012-06-22,6.63,6.65,6.59,6.69,860.03993307
2012-06-23,6.59,6.63,6.48,6.67,543.80152789
2012-06-24,6.35,6.59,6.33,6.59,1132.42666836
2012-06-25,6.26,6.35,6.26,6.45,1700.8768007499998
2012-06-26,6.3,6.26,6.11,6.4,1283.70518641
2012-06-27,6.35,6.3,6.3,6.46,1935.26857015
2012-06-28,6.4,6.35,6.34,6.68,12274.45832892
2012-06-29,6.52,6.4,5.99,6.54,9655.69419057
2012-06-30,6.58,6.52,6.5,6.63,2195.9193006100004
2012-07-01,6.59,6.58,6.53,6.61,243.21770864
2012-07-02,6.61,6.59,6.52,6.62,732.94033416
2012-07-03,6.65,6.61,6.55,6.65,1784.85630852
2012-07-04,6.54,6.65,6.4,6.66,1888.71616423
2012-07-05,6.6,6.54,6.36,6.61,2133.64631158
2012-07-06,6.5,6.6,6.39,6.66,1780.0659206300006
2012-07-07,6.63,6.5,6.5,6.63,1050.25726867
2012-07-08,6.66,6.63,6.57,6.8,1303.10812857
2012-07-09,6.76,6.65,6.45,6.78,759.9738611000001
2012-07-10,7.1,6.76,6.55,7.1,1847.20449112
2012-07-11,7.04,7.1,7.0,7.13,1485.8123021800004
2012-07-12,7.13,7.04,7.04,7.15,1058.48852373
2012-07-13,7.64,7.13,7.1,7.64,2290.5564816100004
2012-07-14,7.54,7.64,7.51,7.69,915.0029217199997
2012-07-15,7.5,7.54,7.44,7.58,641.33800681
2012-07-16,7.57,7.5,7.4,7.57,330.96352659
2012-07-17,8.01,7.57,7.14,8.8,4567.989117950001
2012-07-18,8.83,8.01,7.98,8.9,3102.5917014600013
2012-07-19,9.0,8.83,8.36,9.15,2393.81267395
2012-07-20,7.98,9.0,7.93,9.2,3008.69355785
2012-07-21,8.68,7.98,7.98,8.7,2011.49087518
2012-07-22,8.74,8.68,8.5,8.91,1312.74737442
2012-07-23,8.78,8.74,8.1,8.8,2865.58523826
2012-07-24,8.59,8.78,8.25,8.88,1135.1151516500004
2012-07-25,8.47,8.59,8.47,8.8,1187.0165308199996
2012-07-26,8.47,8.47,8.24,8.67,1946.62935447
2012-07-27,8.84,8.6,8.45,8.85,708.3908613899998
2012-07-28,8.82,8.84,8.79,8.91,646.75944348
2012-07-29,8.7,8.82,8.7,9.0,1594.5811527499993
2012-07-30,8.55,8.7,8.54,8.75,1794.36701003
2012-07-31,9.17,8.55,8.55,9.2,1522.49768273
2012-08-01,9.3,9.17,9.11,9.38,1416.00669329
2012-08-02,9.49,9.3,8.9,9.5,2093.13117077
2012-08-03,10.1,9.49,9.4,10.52,2530.2966197200008
2012-08-04,10.86,10.11,10.1,12.0,2129.107232199999
2012-08-05,10.59,10.86,10.5,11.13,746.9380913599998
2012-08-06,10.6,10.59,10.29,10.71,2057.30746579
2012-08-07,10.72,10.6,10.5,10.99,1707.4995713900007
2012-08-08,10.9,10.72,10.72,10.9,1292.65247944
2012-08-09,10.98,10.89,10.7,11.04,3050.0505489
2012-08-10,11.15,10.98,10.9,12.49,2866.24729158
2012-08-11,11.3,11.15,11.07,11.5,1489.18055251
2012-08-12,11.39,11.3,11.25,11.4,355.50223176
2012-08-13,11.63,11.39,11.38,11.98,1093.8365820999998
2012-08-14,11.98,11.63,11.4,12.0,3313.148332430001
2012-08-15,12.21,11.98,11.95,12.3,2156.29368557
2012-08-16,13.44,12.21,12.21,13.44,1659.58208943
2012-08-17,14.68,13.25,13.08,14.68,1322.30028506
2012-08-18,12.61,14.68,11.5,16.41,4879.6581377500015
2012-08-19,10.65,12.61,10.3,12.63,2995.59507784
2012-08-20,9.93,10.65,7.1,10.74,6608.1676144799985
2012-08-21,9.78,9.93,8.86,10.33,1880.96207376
2012-08-22,10.07,9.78,9.64,10.51,4446.23558989
2012-08-23,10.0,10.07,9.9,10.71,6842.672508639998
2012-08-24,10.0,9.96,9.78,10.19,3396.29971503
2012-08-25,10.46,10.0,9.83,10.58,3549.8047191499995
2012-08-26,10.57,10.46,10.29,10.62,874.2820320199999
2012-08-27,11.31,10.57,10.2,11.54,2737.03494041
2012-08-28,11.1,11.31,10.56,11.93,3414.124349690001
2012-08-29,11.02,11.1,10.63,11.21,4003.9292102300014
2012-08-30,10.85,11.02,10.49,11.05,2990.92988387
2012-08-31,10.8,10.85,10.4,10.9,2019.82540473
2012-09-01,10.2,10.8,9.69,10.8,2265.94394976
2012-09-02,9.83,10.2,9.83,10.2,665.9696928999999
2012-09-03,10.15,9.83,9.49,10.18,1471.2488587400005
2012-09-04,10.3,10.05,10.05,10.55,1234.17718826
2012-09-05,10.39,10.3,10.12,10.5,2836.3568819199995
2012-09-06,10.88,10.39,10.15,10.99,2030.43667453
2012-09-07,11.0,10.88,10.74,11.15,3094.17768409
2012-09-08,11.04,11.0,10.81,11.09,1065.64758899
2012-09-09,10.89,11.04,10.3,11.11,1826.07642549
2012-09-10,10.9,10.89,10.74,11.0,1684.1568204499995
2012-09-11,10.68,10.9,10.68,11.08,2055.5980708800007
2012-09-12,10.81,10.68,10.38,11.11,5164.14299114
2012-09-13,11.13,10.81,10.81,11.21,1731.06966648
2012-09-14,11.32,11.13,11.04,11.42,2760.8050362100007
2012-09-15,11.6,11.32,11.15,11.7,1323.55049898
2012-09-16,11.53,11.63,11.35,11.8,1568.83867321
2012-09-17,11.58,11.53,11.53,11.75,239.25696466
2012-09-18,11.88,11.58,11.58,11.88,813.3655318899998
2012-09-19,12.26,11.88,11.7,12.28,3963.70056011
2012-09-20,12.45,12.26,12.08,12.5,1086.30053733
2012-09-21,12.27,12.45,12.07,12.66,1110.40948914
2012-09-22,12.11,12.27,12.01,12.35,1593.0082108800002
2012-09-23,11.99,12.11,11.95,12.16,753.24314062
2012-09-24,11.96,11.99,11.79,12.0,1166.98917119
2012-09-25,11.76,11.96,11.69,11.96,2215.25415337
2012-09-26,11.9,11.76,11.53,12.18,2556.32888232
2012-09-27,11.87,11.9,11.53,12.21,3727.58156092
2012-09-28,12.05,11.86,11.84,12.38,2381.52611668
2012-09-29,12.26,12.05,11.53,12.28,2857.80746393
2012-09-30,12.17,12.26,12.17,12.28,586.7220681800002
2012-10-01,12.23,12.17,12.17,12.23,256.74752235
2012-10-02,12.26,12.23,11.6,12.27,3077.35475355
2012-10-03,12.51,12.26,12.19,12.7,4665.556855110001
2012-10-04,12.8,12.51,12.45,12.99,5110.986831019999
2012-10-05,12.48,12.8,12.48,12.9,3954.8358530000014
2012-10-06,12.6,12.48,11.5,12.7,4616.25970254
2012-10-07,12.21,12.6,11.8,12.6,1647.61586705
2012-10-08,10.78,12.21,10.78,12.45,3774.10907994
2012-10-09,12.0,10.78,10.42,12.0,2304.865383189999
2012-10-10,11.98,12.0,11.52,12.26,1911.37895752
2012-10-11,12.0,11.98,11.71,12.25,3031.7895911
2012-10-12,11.83,12.0,11.58,12.09,1708.6152138399998
2012-10-13,11.88,11.83,11.81,12.1,636.43401353
2012-10-14,11.79,11.88,11.79,12.0,453.77650663
2012-10-15,11.52,11.79,11.5,11.9,1084.18039565
2012-10-16,11.5,11.52,11.03,11.84,2895.7859446300013
2012-10-17,11.86,11.5,11.3,11.94,1012.68049236
2012-10-18,11.55,11.86,11.15,11.97,2933.349377700001
2012-10-19,11.72,11.55,11.55,11.9,6420.220669439998
2012-10-20,11.6,11.72,11.5,11.77,5044.644773930001
2012-10-21,11.59,11.6,11.53,11.7,533.9610640600001
2012-10-22,11.5,11.59,11.29,11.6,2305.63101816
2012-10-23,11.65,11.5,11.27,11.65,2519.13827715
2012-10-24,11.62,11.65,11.01,11.7,2429.63455839
2012-10-25,11.06,11.62,11.02,11.62,3151.8300489
2012-10-26,10.47,11.06,10.4,11.39,2935.7651755499987
2012-10-27,9.5,10.47,9.5,10.84,2869.07379849
2012-10-28,10.55,9.5,9.5,10.75,1207.2569236600002
2012-10-29,10.38,10.55,10.31,10.75,1382.75092715
2012-10-30,10.8,10.38,10.32,10.81,2368.32877395
2012-10-31,10.67,10.8,10.43,10.81,3417.399524240001
2012-11-01,11.01,10.67,10.66,11.01,2283.9822804
2012-11-02,10.94,11.01,10.63,11.05,1747.09390632
2012-11-03,10.41,10.71,10.41,10.9,3329.12269778
2012-11-04,10.45,10.41,10.41,10.68,798.7546078500003
2012-11-05,10.54,10.45,10.4,10.64,2232.582694500001
2012-11-06,10.55,10.54,10.52,10.8,6094.884570500001
2012-11-07,10.64,10.55,10.51,10.8,3763.1851757500012
2012-11-08,10.82,10.54,10.42,10.84,3067.71886997
2012-11-09,10.66,10.82,10.25,10.84,2852.6239555600005
2012-11-10,10.81,10.66,10.63,10.84,2084.01851019
2012-11-11,10.65,10.81,10.63,10.87,1087.5827983999998
2012-11-12,10.72,10.65,10.64,10.85,605.37634673
2012-11-13,10.88,10.72,10.72,10.95,1358.5137358400002
2012-11-14,10.74,10.88,10.74,10.99,2407.9071009100007
2012-11-15,10.87,10.74,10.74,10.98,1386.55695801
2012-11-16,11.0,10.87,10.81,11.15,3690.64802974
2012-11-17,11.59,11.0,10.96,11.65,5717.40561846
2012-11-18,11.58,11.59,11.45,11.65,708.2304647000001
2012-11-19,11.58,11.58,11.32,11.64,1323.43205623
2012-11-20,11.61,11.58,11.03,11.69,4124.59344078
2012-11-21,11.59,11.61,11.34,11.68,4208.312787279999
2012-11-22,11.71,11.59,11.44,11.71,2925.35526995
2012-11-23,11.72,11.71,11.63,12.12,8716.684921180002
2012-11-24,12.15,11.72,11.72,12.19,2229.2693231099993
2012-11-25,12.35,12.15,12.06,12.35,1481.4476966799994
2012-11-26,12.24,12.35,12.2,12.4,1567.3375886099998
2012-11-27,12.23,12.24,12.09,12.36,4186.56022917
2012-11-28,12.16,12.23,11.75,12.3,3791.81794127
2012-11-29,12.28,12.16,12.1,12.74,3948.64967635
2012-11-30,12.31,12.28,12.1,12.41,4137.88488586
2012-12-01,12.41,12.31,12.25,12.46,4163.861240640002
2012-12-02,12.39,12.41,12.31,12.46,1274.26397931
2012-12-03,12.4,12.39,12.24,12.47,2791.1965347100013
2012-12-04,12.52,12.4,12.32,12.6,4875.93638602
2012-12-05,12.73,12.52,12.47,13.01,4990.142580010001
2012-12-06,13.19,12.73,12.73,13.43,2894.4514542799993
2012-12-07,13.37,13.19,13.02,13.59,5101.978998729999
2012-12-08,13.3,13.37,13.16,13.48,2773.72458579
2012-12-09,13.3,13.3,13.3,13.37,543.6837577699998
2012-12-10,13.29,13.3,13.1,13.35,1460.46129403
2012-12-11,13.18,13.29,13.03,13.4,6246.737339709997
2012-12-12,13.43,13.18,13.13,13.43,3121.1708469999994
2012-12-13,13.09,13.43,13.05,13.5,5535.24385382
2012-12-14,13.52,13.09,13.09,13.52,3323.0476813400005
2012-12-15,13.3,13.52,13.29,13.94,6719.19710169
2012-12-16,13.31,13.3,13.28,13.4,626.17472666
2012-12-17,13.17,13.31,13.17,13.44,1602.1135169699994
2012-12-18,13.02,13.17,12.85,13.32,5352.94464113
2012-12-19,13.02,13.02,12.75,13.62,5101.4073108500015
2012-12-20,13.19,13.02,13.0,13.41,4910.83016938
2012-12-21,13.37,13.19,13.14,13.44,2005.14136248
2012-12-22,13.37,13.37,13.2,13.41,2292.044985910001
2012-12-23,13.14,13.37,13.11,13.37,805.8756456200001
2012-12-24,13.09,13.14,13.04,13.23,791.48573277
2012-12-25,13.1,13.09,13.01,13.24,1290.01033197
2012-12-26,13.17,13.1,13.01,13.25,1478.1211474400006
2012-12-27,13.19,13.17,13.01,13.25,2138.7810530500005
2012-12-28,13.16,13.19,12.91,13.25,3268.96790688
2012-12-29,13.23,13.16,13.01,13.29,3967.2054969000014
2012-12-30,13.18,13.23,13.11,13.26,297.5099449899999
2012-12-31,13.18,13.18,13.1,13.29,997.04194468
2013-01-01,13.24,13.18,13.05,13.29,1588.4452904900004
2013-01-02,13.12,13.24,12.77,13.24,2103.69614766
2013-01-03,13.1,13.12,12.98,13.19,1958.72131463
2013-01-04,13.2,13.1,12.96,13.26,3475.3709198799993
2013-01-05,13.11,13.2,12.84,13.24,2654.596031900001
2013-01-06,13.06,13.11,13.03,13.17,1254.8571071
2013-01-07,13.14,13.06,13.04,13.15,710.9320013399998
2013-01-08,13.26,13.14,13.04,13.26,4942.176233360001
2013-01-09,13.34,13.26,13.18,13.52,5154.84933763
2013-01-10,13.56,13.34,13.18,13.67,4598.067555309999
2013-01-11,14.05,13.56,13.51,14.19,3887.00110757
2013-01-12,14.0,14.05,13.85,14.1,3633.14172691
2013-01-13,14.03,14.0,13.84,14.06,627.4288451799998
2013-01-14,13.79,14.03,13.5,14.03,1872.42663155
2013-01-15,13.9,13.81,13.6,14.28,6375.762163410001
2013-01-16,14.35,13.9,13.88,14.35,3358.2546751899986
2013-01-17,14.49,14.35,14.08,14.7,5464.336041740001
2013-01-18,15.45,14.49,14.49,15.68,5670.722026929999
2013-01-19,15.47,15.45,15.17,15.7,5693.99349072
2013-01-20,15.5,15.47,15.32,15.6,1994.10083137
2013-01-21,15.89,15.5,15.4,15.98,2096.2650539600004
2013-01-22,16.45,15.89,15.85,16.98,5060.51762282
2013-01-23,16.95,16.45,16.45,17.6,5730.845589100001
2013-01-24,18.34,16.95,16.86,18.5,4316.28252758
2013-01-25,17.12,18.34,16.0,19.2,15602.126646379998
2013-01-26,16.93,17.12,16.64,17.72,3365.03888193
2013-01-27,17.28,16.93,16.67,17.49,1954.34131347
2013-01-28,17.8,17.28,17.08,17.89,2962.8814289399993
2013-01-29,19.0,17.8,17.62,19.0,5860.485000579999
2013-01-30,19.19,19.0,18.8,19.85,3620.17805554
2013-01-31,19.51,19.19,18.85,19.51,2730.887355510001
2013-02-01,20.53,19.51,19.51,21.0,5958.52801399
2013-02-02,20.02,20.53,20.02,20.9,3666.700162250001
2013-02-03,20.0,20.02,19.5,20.19,4366.0300186
2013-02-04,20.6,20.0,19.84,20.6,2618.58999366
2013-02-05,20.2,20.6,19.9,20.7,4401.367681620001
2013-02-06,20.75,20.2,20.08,20.78,4187.47764326
2013-02-07,20.99,20.75,20.68,20.99,2274.04640106
2013-02-08,22.49,20.99,20.92,22.49,6946.306930099999
2013-02-09,22.39,22.49,22.1,22.63,2111.65483507
2013-02-10,23.4,22.39,22.24,23.5,2456.8389254900007
2013-02-11,23.71,23.4,22.85,23.8,1986.75364612
2013-02-12,23.91,23.71,23.16,24.02,4381.714444660001
2013-02-13,25.51,23.9,23.9,25.85,7524.3421206899975
2013-02-14,25.84,25.51,22.42,26.0,9074.62908346
2013-02-15,27.3,25.84,25.44,27.5,7083.664076990001
2013-02-16,27.25,27.3,26.72,27.56,2844.8043642600005
2013-02-17,27.37,27.25,26.71,27.58,2447.63612954
2013-02-18,26.78,27.37,25.25,27.37,8168.212738089999
2013-02-19,27.58,26.78,26.29,27.6,5336.116188830001
2013-02-20,29.58,27.58,27.3,29.66,7902.43246445
2013-02-21,29.77,29.58,29.21,30.07,3597.31823409
2013-02-22,30.21,29.77,29.6,30.42,3741.3177821000004
2013-02-23,29.73,30.21,28.9,31.49,6585.0752060099985
2013-02-24,29.67,29.73,27.67,30.05,3012.26819776
2013-02-25,29.8,29.67,29.08,30.37,1331.9312570500006
2013-02-26,30.3,29.8,29.8,30.49,2611.40385756
2013-02-27,31.2,30.3,30.3,32.0,4656.261644339998
2013-02-28,32.22,31.2,30.83,32.59,4907.72655257
2013-03-01,33.42,32.22,32.22,34.42,5228.38583538
2013-03-02,34.03,33.73,33.38,34.77,3953.8381100999995
2013-03-03,34.0,34.03,33.75,34.5,1348.5526056299998
2013-03-04,34.42,34.0,33.91,34.5,869.58272052
2013-03-05,38.71,34.42,34.42,38.71,7611.547777079999
2013-03-06,47.09,38.71,38.67,47.09,7037.339029179999
2013-03-07,41.8,47.33,33.0,49.17,17749.848256989993
2013-03-08,42.26,41.8,40.56,44.79,8239.373386340001
2013-03-09,43.53,42.26,42.0,44.37,3885.32091093
2013-03-10,46.32,43.53,43.0,46.5,3017.14137463
2013-03-11,46.3,46.32,45.0,47.0,1360.58225957
2013-03-12,45.2,46.3,36.0,48.38,8178.522680010001
2013-03-13,45.88,45.2,41.79,46.2,6872.57728242
2013-03-14,47.26,45.88,45.5,47.94,3744.01348065
2013-03-15,47.26,47.26,46.8,47.97,2282.0958559000005
2013-03-16,46.63,47.26,46.63,47.29,1194.98271393
2013-03-17,47.0,46.8,46.58,47.0,785.88708809
2013-03-18,47.17,47.0,46.75,47.24,1099.40510561
2013-03-19,51.75,47.17,46.98,52.0,7025.125565029999
2013-03-20,59.5,51.7,51.7,60.6,10541.41947458
2013-03-21,66.0,58.96,58.96,67.99,6640.121085739999
2013-03-22,70.52,66.0,65.5,76.91,10415.760515889997
2013-03-23,65.2,70.52,65.0,73.0,6189.319250730001
2013-03-24,66.25,65.2,50.09,67.81,11723.15867389
2013-03-25,70.2,66.25,66.25,71.0,3812.13612394
2013-03-26,77.54,70.2,70.0,80.0,8193.536924600001
2013-03-27,84.5,77.54,76.89,100.0,6960.542035309997
2013-03-28,93.49,84.5,84.5,93.7,6000.96391894
2013-03-29,93.4,93.49,80.0,97.0,11460.054803149998
2013-03-30,91.83,93.4,87.3,95.0,4717.3932013
2013-03-31,93.24,91.83,91.71,94.96,1764.0803158499998
