,close,open,low,high,volume
2014-04-16,539.75,487.0,485.01,540.0,34211.64786931
2014-04-17,508.38,537.12,494.02,548.0,26050.123793640007
2014-04-18,494.51,508.38,481.63,512.0,17389.22789174
2014-04-19,494.4,494.51,470.0,499.99,14171.082120119994
2014-04-20,511.03,494.4,490.59,516.53,7780.666436129997
2014-04-21,510.14,511.0,493.0,515.0,6439.616137950001
2014-04-22,495.16,510.14,490.0,510.99,8074.826541810001
2014-04-23,489.3,496.97,485.2,499.74,7661.86091273
2014-04-24,485.55,491.73,480.0,494.09,5891.597950509999
2014-04-25,457.0,485.55,453.05,505.0,20193.51028077
2014-04-26,454.72,457.0,438.05,471.12,24217.43332861
2014-04-27,458.6,454.72,451.07,470.96,5234.25940611
2014-04-28,429.0,458.6,424.0,458.6,15177.9634213
2014-04-29,448.3,429.0,425.96,452.16,14364.811334679995
2014-04-30,438.0,448.3,433.08,454.47,14270.599046350002
2014-05-01,458.11,438.2,433.84,460.0,9826.74638372
2014-05-02,447.47,458.1,444.64,465.88,9700.76574924
2014-05-03,444.24,447.51,442.1,455.78,7251.507095650001
2014-05-04,432.63,442.25,429.55,445.55,7525.061173309998
2014-05-05,430.67,433.66,427.11,445.0,6723.232947290001
2014-05-06,428.1,430.67,420.27,437.97,9098.49765709
2014-05-07,428.5,431.39,425.55,434.5,5414.84416432
2014-05-08,448.24,428.5,427.02,452.0,13153.087272799998
2014-05-09,441.89,448.24,437.61,450.08,6201.213339130001
2014-05-10,452.22,441.89,441.88,457.08,8236.689588270001
2014-05-11,446.67,453.14,446.0,459.24,4384.173045449998
2014-05-12,436.97,446.67,429.6,449.18,8804.327304339999
2014-05-13,439.0,436.97,435.03,443.77,3940.91095242
2014-05-14,440.85,439.0,430.61,443.95,6420.438627080001
2014-05-15,448.5,440.84,440.4,450.0,5798.516449399999
2014-05-16,445.92,447.05,444.5,452.67,5343.956624889999
2014-05-17,445.7,445.92,445.01,452.41,3893.31489432
2014-05-18,447.69,445.7,445.7,451.43,1810.76595231
2014-05-19,445.4,447.69,441.44,451.43,3344.822134630001
2014-05-20,460.02,446.47,442.18,464.91,9551.34400575
2014-05-21,498.6,460.04,454.38,500.0,25241.19384532
2014-05-22,517.36,496.4,491.31,517.36,10052.530450900002
2014-05-23,530.99,516.2,502.0,541.89,17970.729177650006
2014-05-24,525.27,530.0,515.4,547.1,15817.789228139998
2014-05-25,577.98,525.27,516.07,578.38,11647.658381219995
2014-05-26,590.0,576.34,560.0,593.48,17499.934043490004
2014-05-27,571.19,590.0,570.16,595.0,10791.33788333
2014-05-28,579.8,570.16,550.22,590.0,16208.6311113
2014-05-29,566.32,579.51,563.45,582.1,9851.2716665
2014-05-30,569.01,566.5,560.05,576.11,6772.47922371
2014-05-31,625.9,569.01,568.57,629.4,24683.42341645
2014-06-01,645.34,625.9,618.88,648.93,10972.05569199
2014-06-02,623.87,645.34,613.03,683.26,22962.862648449995
2014-06-03,662.11,624.02,621.71,680.0,21000.27380405
2014-06-04,637.0,662.11,621.86,680.99,19967.422201750003
2014-06-05,646.86,637.0,627.5,654.9,7946.045982550001
2014-06-06,656.79,643.35,642.95,669.63,9957.331671880003
2014-06-07,651.2,656.79,635.88,662.13,9361.95737338
2014-06-08,656.73,651.85,649.0,661.11,2608.6963795599995
2014-06-09,646.49,656.73,639.93,660.0,4165.81614884
2014-06-10,657.3,646.49,640.0,657.41,6167.909454569999
2014-06-11,642.9,656.5,636.41,657.26,6735.04932685
2014-06-12,628.1,642.9,615.0,645.0,9648.39393632
2014-06-13,600.04,628.1,550.0,630.0,29468.524230180006
2014-06-14,578.0,600.04,571.19,611.99,14024.041872660002
2014-06-15,562.0,580.0,538.38,581.0,15767.53186871
2014-06-16,600.0,562.0,552.11,610.0,12257.395762349995
2014-06-17,589.04,600.0,580.0,607.82,7524.601279299997
2014-06-18,609.04,589.04,586.84,616.0,8429.411045329998
2014-06-19,607.27,609.25,599.9,614.15,4302.55027849
2014-06-20,593.04,606.01,586.35,609.98,5933.4684413
2014-06-21,585.52,589.89,580.0,598.68,5795.053044050002
2014-06-22,604.15,585.52,583.81,604.99,4428.43099199
2014-06-23,588.76,600.52,586.15,605.05,2609.26807167
2014-06-24,585.47,588.76,580.46,591.92,5347.77319378
2014-06-25,570.2,585.47,568.0,588.24,6836.105464579999
2014-06-26,568.8,571.98,554.45,573.63,9022.27676305
2014-06-27,581.5,568.8,564.0,586.11,5166.4626299699985
2014-06-28,594.86,582.0,574.0,600.0,7363.79625805
2014-06-29,598.8,594.86,589.56,604.21,2927.0705440899987
2014-06-30,628.44,598.8,590.0,635.0,6700.842235529999
2014-07-01,650.0,627.84,611.01,651.11,12656.813794949998
2014-07-02,644.37,649.99,638.0,658.88,7955.70140371
2014-07-03,649.0,646.94,641.71,658.75,4964.082050760001
2014-07-04,638.22,648.98,636.6,652.79,6299.59857037
2014-07-05,628.9,641.29,616.3,644.4,7429.117495209997
2014-07-06,633.92,628.9,622.86,639.0,3276.0047066200004
2014-07-07,631.59,633.92,626.42,637.8,2149.03840257
2014-07-08,620.0,631.59,612.9,633.86,6963.9034270699985
2014-07-09,623.78,620.0,617.1,626.88,2663.08762681
2014-07-10,621.0,621.0,618.71,625.0,2187.96199008
2014-07-11,617.04,621.0,607.9,621.0,6122.153296479999
2014-07-12,635.39,617.0,614.49,642.57,7816.271947379998
2014-07-13,630.01,634.21,628.7,638.1,2962.507058800001
2014-07-14,622.7,630.16,622.1,638.73,3795.4256738900012
2014-07-15,621.1,622.7,616.84,625.76,3399.2105840400004
2014-07-16,619.59,621.1,616.09,626.25,3558.03648857
2014-07-17,614.38,621.68,610.01,624.35,5897.333450080001
2014-07-18,625.39,613.04,610.0,629.0,4472.76660601
2014-07-19,628.9,625.39,618.46,632.96,4992.806517179999
2014-07-20,625.99,628.9,623.0,632.4,1747.21693364
2014-07-21,620.23,625.99,620.0,628.0,1702.2807446999998
2014-07-22,622.1,620.23,615.0,624.79,3805.06216818
2014-07-23,621.37,623.79,618.0,624.99,3354.2137391500014
2014-07-24,617.82,621.37,615.51,623.0,4090.09954731
2014-07-25,594.0,617.82,591.12,620.99,11743.17978569
2014-07-26,595.2,594.93,590.0,603.9,4091.7412345700013
2014-07-27,598.35,595.17,590.0,602.83,3592.59931517
2014-07-28,580.27,598.35,576.12,598.88,5438.453719639999
2014-07-29,586.9,582.58,570.5,596.0,8624.14587019
2014-07-30,581.37,586.9,578.0,589.48,3695.472490510001
2014-07-31,568.0,581.37,555.9,584.0,12594.056787740004
2014-08-01,587.74,568.0,565.01,590.0,8490.157336830001
2014-08-02,594.89,585.78,585.56,607.2,10986.713687659998
2014-08-03,580.38,593.65,578.21,595.87,3852.634115660001
2014-08-04,587.84,580.38,578.23,591.0,2063.2468646800007
2014-08-05,582.21,587.85,580.44,595.7,6510.16406982
2014-08-06,580.3,583.38,578.25,585.03,6112.953584110001
2014-08-07,582.5,581.97,576.44,586.36,7241.7713534099985
2014-08-08,590.59,582.5,579.0,595.0,5492.228284420002
2014-08-09,587.48,591.0,584.0,593.89,3514.18158203
2014-08-10,588.9,587.48,585.25,591.35,976.49433393
2014-08-11,587.95,588.9,586.0,597.0,3367.3391252599995
2014-08-12,571.88,587.51,565.56,589.28,7753.50417452
2014-08-13,557.04,571.0,556.5,572.0,7711.39278535
2014-08-14,525.24,557.02,524.55,562.04,26798.616598220004
2014-08-15,518.97,525.24,497.0,526.0,23302.63890575
2014-08-16,493.94,517.02,481.55,520.45,16941.760693250002
2014-08-17,511.06,493.94,485.0,529.8,12333.173847489996
2014-08-18,490.94,511.06,485.39,521.92,10815.66536353
2014-08-19,478.78,490.94,442.0,491.99,32625.27542836
2014-08-20,474.12,479.22,466.0,493.98,16010.038561070005
2014-08-21,525.0,474.12,473.05,534.14,18639.78871364
2014-08-22,506.37,525.0,502.25,530.0,13693.461543289995
2014-08-23,509.99,505.44,500.01,528.0,13152.884671230006
2014-08-24,502.0,509.98,487.0,509.99,8356.79938092
2014-08-25,498.13,502.0,495.02,515.95,6334.264461559998
2014-08-26,506.57,498.14,496.79,508.59,5398.08056816
2014-08-27,520.02,507.84,503.93,522.0,7726.922635440002
2014-08-28,511.5,520.02,510.0,523.09,8043.7779149100015
2014-08-29,505.36,511.5,503.82,513.71,5786.23388418
2014-08-30,501.11,505.36,499.0,514.98,8462.049630430001
2014-08-31,493.93,501.11,493.89,505.12,4375.4059544
2014-09-01,479.04,493.95,472.54,495.0,11574.469900200002
2014-09-02,471.0,479.04,470.42,490.0,8206.789052920001
2014-09-03,476.2,471.91,470.42,484.61,6396.872736839999
2014-09-04,477.99,476.2,471.0,478.0,4999.34264224
2014-09-05,486.98,477.0,475.41,497.0,11171.9535233
2014-09-06,477.31,486.37,473.03,489.0,4220.85646952
2014-09-07,482.0,477.96,477.54,485.0,2641.8081037200004
2014-09-08,467.0,482.0,464.91,483.0,5403.8147615100015
2014-09-09,465.56,467.0,456.3,478.39,13777.578983549998
2014-09-10,477.0,465.56,460.6,479.99,9640.36499155
2014-09-11,472.97,477.0,471.5,492.0,10911.744928020002
2014-09-12,472.23,472.96,465.0,478.0,6941.017612030001
2014-09-13,472.68,472.22,462.0,476.0,6273.951175699997
2014-09-14,476.51,471.05,470.04,480.13,5411.231273300001
2014-09-15,477.3,476.51,473.59,481.58,4004.62979147
2014-09-16,470.38,476.8,465.31,478.9,7040.453754340003
2014-09-17,459.19,470.38,456.0,472.4,6795.1316539499985
2014-09-18,448.48,459.18,443.57,462.09,11619.095407379995
2014-09-19,414.0,448.48,407.94,450.73,23161.153833929995
2014-09-20,418.32,414.0,378.78,419.55,33376.062100790004
2014-09-21,399.6,418.32,395.28,431.11,17650.3207194
2014-09-22,405.01,399.6,390.0,410.02,12141.67805815
2014-09-23,401.64,404.97,397.52,405.86,9923.26100351
2014-09-24,424.07,401.64,393.6,452.67,30481.69571979
2014-09-25,410.01,423.0,400.0,437.16,16654.856417749994
2014-09-26,404.84,410.98,404.4,416.79,10088.38858661
2014-09-27,404.7,406.05,396.53,409.48,8395.134956790003
2014-09-28,399.9,404.7,396.57,408.67,5357.497930890002
2014-09-29,373.37,399.9,365.2,401.41,20704.217387110006
2014-09-30,374.14,374.73,366.0,386.03,16350.32460773
2014-10-01,386.49,374.98,373.24,397.75,15491.54974503
2014-10-02,380.0,386.49,377.01,388.91,11625.669784410002
2014-10-03,376.81,380.0,371.61,381.81,10390.96635241
2014-10-04,359.66,376.5,353.75,377.6,21599.95366486
2014-10-05,327.5,359.66,322.04,360.17,31481.06162502
2014-10-06,318.21,327.5,275.0,335.0,92050.78264588
2014-10-07,322.93,318.21,299.99,347.0,41687.014699100015
2014-10-08,333.3,322.94,312.37,335.0,18878.624034580003
2014-10-09,360.7,332.05,332.05,365.37,32799.81570208
2014-10-10,371.55,359.74,349.0,395.55,44480.9706482
2014-10-11,361.41,371.11,351.1,371.11,19592.72498987
2014-10-12,360.71,361.41,352.1,366.0,7715.929730130001
2014-10-13,375.21,360.71,354.71,383.6,16705.488603050002
2014-10-14,407.72,375.2,373.87,417.99,31337.74911735001
2014-10-15,393.75,407.52,390.02,415.0,20862.40882183
2014-10-16,390.31,393.74,385.92,403.0,16382.403826269998
2014-10-17,383.46,390.31,370.1,396.79,23752.70151289
2014-10-18,379.86,382.26,370.96,385.0,8502.92841667
2014-10-19,392.7,379.86,378.05,397.29,6537.192030119998
2014-10-20,378.0,392.7,376.2,393.8,8880.065418029999
2014-10-21,381.32,378.67,376.2,387.4,6925.940610119998
2014-10-22,384.62,381.34,380.11,393.55,8308.4899482
2014-10-23,372.86,384.62,368.23,387.55,13186.04476321
2014-10-24,358.84,372.81,344.34,372.99,23065.36411449
2014-10-25,349.0,359.79,347.51,363.71,9954.05151536
2014-10-26,352.1,348.48,341.22,355.0,9571.528806090002
2014-10-27,352.76,352.17,349.21,363.0,9631.84218418
2014-10-28,354.97,352.76,349.22,358.65,8023.15311562
2014-10-29,354.3,354.98,350.2,359.5,7895.349916210002
2014-10-30,340.0,354.59,333.33,354.59,13228.58271595
2014-10-31,344.67,340.0,332.99,352.83,13768.580477559995
2014-11-01,332.5,345.37,331.94,346.14,8143.995016190002
2014-11-02,323.07,331.94,316.61,333.1,14815.35508076
2014-11-03,331.2,323.07,318.24,333.99,9692.18271838
2014-11-04,323.0,331.2,323.0,332.98,10430.33379245
2014-11-05,337.05,323.0,320.0,338.98,15501.060329259995
2014-11-06,338.86,337.06,333.09,344.17,12810.326866139998
2014-11-07,347.77,338.86,338.0,353.1,14387.71277097
2014-11-08,342.2,347.71,340.4,349.34,5963.62961887
2014-11-09,346.64,342.2,341.0,347.75,3375.11456501
2014-11-10,360.64,347.24,346.66,366.35,12285.51427488
2014-11-11,370.65,360.71,360.0,377.77,19118.54171247
2014-11-12,381.87,370.65,360.28,389.07,12362.810749300002
2014-11-13,443.25,381.95,378.0,453.92,47931.31115467001
2014-11-14,398.38,444.24,381.55,448.29,47829.11515491
2014-11-15,397.96,398.38,382.95,415.0,16479.27603889
2014-11-16,389.98,397.96,369.0,399.41,13974.825267130003
2014-11-17,397.5,390.0,380.0,408.23,12574.98047025
2014-11-18,389.99,397.5,375.0,415.0,21416.137986250007
2014-11-19,385.87,390.58,371.0,391.19,14964.7319144
2014-11-20,376.93,385.83,371.11,386.0,9143.83939156
2014-11-21,346.69,376.93,342.05,377.25,20957.65039053
2014-11-22,360.77,346.69,346.01,362.53,9852.978317899999
2014-11-23,357.7,359.3,352.73,365.93,5806.295854310001
2014-11-24,369.5,357.7,354.0,374.0,9640.59370651
2014-11-25,385.3,369.5,369.15,389.99,20536.742951900007
2014-11-26,373.43,385.29,369.5,395.11,15730.755412439998
2014-11-27,371.8,372.03,363.38,377.6,10902.30767792
2014-11-28,364.0,371.8,361.21,375.33,6397.36968475
2014-11-29,378.17,364.0,358.0,381.34,13125.039115070005
2014-11-30,374.5,379.46,373.37,386.6,6627.922906179999
2014-12-01,380.4,374.51,373.03,381.99,4661.71795858
2014-12-02,378.58,380.08,375.23,382.31,5853.2451728199985
2014-12-03,380.0,378.58,376.38,382.86,6620.4129020300015
2014-12-04,376.99,379.06,374.01,383.0,8544.23821471
2014-12-05,368.71,377.0,360.0,378.84,12393.158602569998
2014-12-06,373.15,368.71,368.11,377.89,8004.753144089998
2014-12-07,375.42,373.15,373.0,376.99,2000.5139193400007
2014-12-08,369.9,375.42,369.31,377.5,4158.051658099998
2014-12-09,350.97,369.9,346.0,370.93,17629.893476859994
2014-12-10,349.57,350.95,343.97,356.99,13218.356479710004
2014-12-11,361.66,349.57,339.8,363.99,14055.180036219996
2014-12-12,351.6,360.19,347.01,364.43,9831.341965
2014-12-13,350.31,350.99,348.33,358.59,7272.898110720002
2014-12-14,351.31,349.16,347.03,352.0,3692.04804174
2014-12-15,353.0,350.47,348.55,359.3,6416.515938170002
2014-12-16,342.1,353.0,339.8,354.42,11745.2046761
2014-12-17,328.14,342.1,325.94,342.49,16958.241578279998
2014-12-18,308.61,328.09,305.1,330.0,26408.35130552
2014-12-19,317.13,307.65,304.99,319.83,18257.53532761
2014-12-20,322.0,317.13,308.21,324.89,17014.09976129
2014-12-21,322.6,321.61,318.78,333.0,9231.662491900002
2014-12-22,330.0,322.6,320.0,333.0,6996.96014305
2014-12-23,332.6,330.0,319.9,335.0,11052.816437809995
2014-12-24,331.57,332.6,329.34,338.99,6846.303865420001
2014-12-25,321.87,331.62,316.88,333.51,6289.741629480001
2014-12-26,320.71,321.87,316.63,324.98,3091.0939299199986
2014-12-27,320.98,320.71,318.9,332.0,7827.4678583999985
2014-12-28,315.91,320.98,311.63,322.66,6822.4335115999975
2014-12-29,314.74,316.85,311.22,320.14,4697.47142835
2014-12-30,312.5,315.8,310.26,318.8,6334.13157232
2014-12-31,312.64,312.5,310.0,316.77,9011.951499970002
2015-01-01,315.8,313.6,311.4,321.0,6495.989132829997
2015-01-02,314.0,315.8,311.96,318.25,2965.30019887
2015-01-03,306.47,314.0,305.7,317.01,6211.839386729999
2015-01-04,282.83,306.47,277.0,307.85,28734.69612631
2015-01-05,274.0,282.83,255.0,288.91,38771.18793427
2015-01-06,276.8,274.0,273.28,280.0,1469.05640104
2015-01-07,,,,,0.0
2015-01-08,,,,,0.0
2015-01-09,,,,,0.0
2015-01-10,285.81,272.45,272.45,305.0,27599.50803721
2015-01-11,276.5,285.9,271.03,286.4,14075.430291810006
2015-01-12,270.0,276.5,262.08,280.33,12681.90260841
2015-01-13,244.26,270.0,240.4,272.43,24979.09385626
2015-01-14,177.19,244.25,152.4,247.16,71997.01810317
2015-01-15,193.6,177.07,161.1,215.0,116231.64197427
2015-01-16,218.53,193.45,192.0,233.9,72090.18107152001
2015-01-17,201.35,218.5,198.04,223.15,33037.87196507
2015-01-18,195.2,201.1,192.17,205.03,14182.40176434
2015-01-19,209.18,195.2,195.02,222.0,20150.690363799997
2015-01-20,209.19,209.18,207.7,219.0,12013.930627080004
2015-01-21,212.91,209.56,201.98,218.0,13773.72990326
2015-01-22,229.78,212.92,205.0,239.0,27674.52009849
2015-01-23,228.66,229.78,225.67,238.0,21777.999224629995
2015-01-24,232.19,228.66,225.55,240.0,12595.22615287
2015-01-25,247.49,232.19,232.0,255.0,15881.06206779
2015-01-26,301.99,247.5,241.33,308.66,46568.36101121
2015-01-27,258.98,301.99,252.52,309.9,42820.253239069985
2015-01-28,255.25,258.99,243.1,267.72,15672.13562005
2015-01-29,233.96,255.25,225.91,263.25,30515.63847361
2015-01-30,237.2,233.87,220.0,244.98,27607.41375952
2015-01-31,232.0,237.2,225.52,238.47,16612.94096692
2015-02-01,219.99,231.99,215.1,234.8,19729.098371
2015-02-02,225.21,219.99,208.48,233.0,18627.34373877
2015-02-03,238.94,225.2,221.79,242.78,15137.84576448
2015-02-04,223.2,238.23,220.02,244.39,17827.5563067
2015-02-05,227.26,222.98,220.96,231.0,13826.624483250005
2015-02-06,217.5,226.86,210.43,227.45,15668.442693710005
2015-02-07,224.2,217.5,215.0,226.3,7483.95080112
2015-02-08,224.75,224.2,223.01,231.14,9480.98990214
2015-02-09,223.72,224.55,217.28,232.89,14843.569338780002
2015-02-10,217.0,223.72,215.0,224.87,18943.79681294
2015-02-11,221.07,217.0,215.0,223.43,7412.61506924
2015-02-12,218.2,221.07,217.99,223.0,9373.545650790003
2015-02-13,230.64,218.2,218.01,235.02,13705.46405055
2015-02-14,249.49,230.64,230.34,251.7,20618.62983707
2015-02-15,258.15,249.25,242.46,261.42,19204.94511344
2015-02-16,234.63,258.15,227.75,267.92,25641.478995550005
2015-02-17,237.17,234.49,231.44,241.23,11244.36836946
2015-02-18,243.11,237.17,236.13,248.78,14334.06918189
2015-02-19,236.56,243.11,232.01,244.8,11505.062576429995
2015-02-20,247.01,236.56,236.56,248.59,11618.79195619
2015-02-21,246.27,247.01,242.01,249.32,6335.16754077
2015-02-22,246.86,245.56,244.0,247.42,2600.30293866
2015-02-23,235.0,246.9,232.48,246.9,7872.98382633
2015-02-24,237.52,235.93,232.05,241.0,5995.705349020001
2015-02-25,238.16,237.52,236.3,240.98,5763.36782708
2015-02-26,236.24,238.16,234.01,239.31,4320.27278284
2015-02-27,251.22,236.23,234.2,256.02,14709.85897497
2015-02-28,252.33,251.2,245.2,256.15,13759.131141419995
2015-03-01,252.56,252.33,249.1,254.56,3934.74070463
2015-03-02,261.32,252.6,245.0,262.33,12192.2472844
2015-03-03,273.26,261.32,257.47,278.17,18681.1083813
2015-03-04,277.21,273.13,265.89,284.95,19258.624119979995
2015-03-05,269.63,277.29,264.94,283.88,13839.407618599995
2015-03-06,269.3,269.63,262.2,280.5,11170.79667051
2015-03-07,271.12,269.3,269.01,275.66,6568.52134792
2015-03-08,276.0,271.12,270.68,279.48,5211.64813594
2015-03-09,279.5,276.0,271.12,279.5,4848.66445858
2015-03-10,289.43,279.5,276.01,294.13,14418.91029746
2015-03-11,287.63,289.43,285.16,296.8,10493.587314020004
2015-03-12,292.03,287.62,285.83,296.79,6969.088259800002
2015-03-13,288.64,292.8,286.03,297.95,10061.49365754
2015-03-14,284.03,288.76,280.46,292.69,8161.70866369
2015-03-15,284.95,284.03,281.4,287.69,3682.89410356
2015-03-16,291.25,284.95,282.2,291.89,3611.9082608700014
2015-03-17,289.51,291.25,288.0,294.26,6014.63237862
2015-03-18,280.84,289.51,280.0,292.99,7336.295166680001
2015-03-19,261.8,280.84,249.0,281.75,24119.99009573
2015-03-20,262.42,261.7,252.78,265.95,11792.48163363
2015-03-21,257.58,262.1,256.25,263.37,5791.518893330001
2015-03-22,260.31,257.51,256.5,262.49,4166.5842
2015-03-23,268.45,260.31,259.5,272.0,6206.601369339997
2015-03-24,263.63,268.45,259.5,269.65,8370.26476096
2015-03-25,238.0,263.63,237.0,264.07,21805.990864140007
2015-03-26,249.5,238.0,236.4,250.86,10866.247113549998
2015-03-27,248.93,249.5,246.01,253.75,8167.864530119998
2015-03-28,251.95,248.93,245.12,253.83,6176.70813443
2015-03-29,247.73,251.95,247.28,253.51,5578.343214410002
2015-03-30,245.12,247.73,236.52,247.84,7573.502675809998
2015-03-31,247.55,245.12,242.11,248.86,6764.025077280001
2015-04-01,242.97,247.55,238.55,248.03,8338.228107100002
2015-04-02,245.54,243.18,239.32,247.99,6692.788923939999
2015-04-03,252.39,245.54,244.52,256.96,8976.195041670002
2015-04-04,252.12,252.39,251.46,256.67,5501.154332540002
2015-04-05,252.06,252.18,250.76,253.99,2105.09512133
2015-04-06,258.42,252.06,251.7,262.98,6952.55173347
2015-04-07,254.67,258.24,252.06,259.5,5986.65658866
2015-04-08,252.96,254.96,251.5,256.08,5206.78706834
2015-04-09,242.91,252.96,242.15,254.57,12713.216957310005
2015-04-10,239.99,242.91,237.02,245.25,8624.6351784
2015-04-11,234.4,240.0,231.0,240.73,9936.37699197
2015-04-12,236.49,234.4,233.0,238.0,3510.6798014
2015-04-13,235.23,236.49,233.42,237.0,3491.2987705
2015-04-14,218.53,235.23,215.14,236.55,16924.87331376
2015-04-15,221.36,218.22,210.0,222.43,18151.668803000004
2015-04-16,225.32,221.42,214.05,226.27,9026.48033422
2015-04-17,225.35,225.48,224.08,229.67,10320.80713177
2015-04-18,223.88,225.35,220.0,225.55,7124.476857129999
2015-04-19,223.86,223.88,220.32,224.9,4711.789530130001
2015-04-20,223.77,223.86,221.43,227.35,5666.175793359997
2015-04-21,225.51,223.77,223.0,226.51,6498.789712219998
2015-04-22,234.6,225.51,223.91,236.89,10240.56391899
2015-04-23,233.35,234.6,229.1,238.64,11260.866281790002
2015-04-24,230.03,233.35,229.0,236.22,8929.715056479998
2015-04-25,228.12,229.99,227.95,232.3,7057.84609063
2015-04-26,218.13,228.12,217.47,229.26,8036.08033831
2015-04-27,220.13,218.15,214.98,222.71,8789.669164489998
2015-04-28,225.62,220.13,217.52,229.93,13920.518241640002
2015-04-29,223.68,225.62,221.45,226.99,9167.601148549997
2015-04-30,229.1,223.56,221.81,229.1,9118.77288831
2015-05-01,237.83,229.1,228.91,240.0,12590.862575170006
2015-05-02,231.08,237.56,229.87,237.63,6937.140848240001
2015-05-03,239.28,231.08,229.97,239.28,2837.69150834
2015-05-04,239.99,239.28,237.01,242.25,4765.92502427
2015-05-05,234.53,239.99,233.19,242.2,7834.686607900001
2015-05-06,234.13,234.53,229.66,235.98,8153.41859411
2015-05-07,228.53,234.13,227.01,235.89,8784.061852530001
2015-05-08,238.05,228.62,227.35,240.0,10777.760038810002
2015-05-09,244.98,237.8,236.38,246.57,10057.394435760003
2015-05-10,240.01,244.98,238.02,247.01,4659.324937880001
2015-05-11,239.86,240.01,237.99,244.99,3804.49323711
2015-05-12,239.98,239.86,237.54,244.51,10736.49458939
2015-05-13,242.49,239.98,238.06,242.96,7466.741337879998
2015-05-14,235.6,242.49,235.06,244.14,9480.44923752
2015-05-15,237.01,235.6,232.22,239.7,7247.402545809998
2015-05-16,236.48,237.01,235.12,239.28,4237.826838870002
2015-05-17,236.0,236.48,234.0,237.33,2717.66688449
2015-05-18,235.68,236.0,234.15,237.0,3082.70984408
2015-05-19,234.1,235.68,231.44,236.94,7330.82082027
2015-05-20,231.99,234.1,230.86,234.19,6231.400460070001
2015-05-21,235.42,231.99,231.84,235.42,7371.87199723
2015-05-22,236.96,235.42,234.39,236.99,4936.668860689999
2015-05-23,239.97,236.96,232.92,240.9,10431.96334261
2015-05-24,238.28,239.97,237.4,240.67,2429.57589699
2015-05-25,239.64,238.28,237.74,241.64,3340.65898434
2015-05-26,235.75,239.64,233.1,239.94,6370.6559838600015
2015-05-27,237.12,235.8,235.0,237.96,7967.05188372
2015-05-28,235.59,236.87,234.0,237.25,8529.551744680002
2015-05-29,234.18,235.59,234.0,236.8,6500.63243722
2015-05-30,235.08,234.09,234.0,236.21,4228.8311398199985
2015-05-31,232.4,235.1,231.0,235.39,4363.90544037
2015-06-01,230.73,232.4,228.0,232.5,4969.39556385
2015-06-02,222.6,230.66,220.65,231.2,12942.952837359995
2015-06-03,224.22,222.6,221.34,226.48,6693.937071080001
2015-06-04,224.81,224.36,222.57,226.99,5894.2476690899975
2015-06-05,222.3,224.81,221.38,225.98,4754.40904834
2015-06-06,224.56,222.56,219.03,225.9,7920.085987370003
2015-06-07,225.21,224.56,223.45,225.42,3044.20764065
2015-06-08,224.2,225.21,221.86,225.48,3940.09639679
2015-06-09,229.2,224.35,223.98,229.75,10434.242351500001
2015-06-10,228.5,229.31,228.01,230.79,6979.921284599999
2015-06-11,229.4,228.5,226.83,229.75,6730.129793660002
2015-06-12,229.56,229.2,228.01,229.67,4669.964002160002
2015-06-13,229.65,229.66,228.06,230.7,5670.1188173
2015-06-14,233.2,229.65,229.25,233.86,4554.463759259998
2015-06-15,234.03,233.2,230.94,235.0,5062.14288795
2015-06-16,237.7,234.08,232.95,239.9,10667.138632159998
2015-06-17,248.45,237.7,236.0,252.2,17148.78899283
2015-06-18,244.52,248.3,242.1,257.39,17657.80185026
2015-06-19,248.77,244.74,240.0,251.58,8765.068341769998
2015-06-20,241.25,248.77,240.6,249.68,7561.822985520002
2015-06-21,244.0,241.25,239.93,245.56,3491.64359495
2015-06-22,243.55,244.0,241.06,245.0,2249.0880545499995
2015-06-23,245.22,243.55,242.64,247.99,5907.711841130002
2015-06-24,243.58,245.2,241.86,245.68,4395.7999197
2015-06-25,242.0,243.58,238.2,243.99,7647.668373249999
2015-06-26,241.35,241.8,240.0,242.9,3965.225647740001
2015-06-27,243.8,241.35,240.18,244.0,5497.838427399999
2015-06-28,249.55,243.65,243.2,252.0,7874.990975740003
2015-06-29,250.02,249.65,247.04,251.11,5689.20496549
2015-06-30,263.51,250.02,250.0,268.0,22229.05460998
2015-07-01,261.01,263.55,258.13,267.72,14325.35898389
2015-07-02,255.0,261.01,253.81,261.25,13741.80214451
2015-07-03,253.34,255.15,252.49,257.31,10535.76979526
2015-07-04,254.87,253.38,252.4,256.79,7035.87736439
2015-07-05,260.67,254.77,254.66,262.44,10311.79487748
2015-07-06,271.4,260.54,258.75,274.74,19722.34749137
2015-07-07,264.96,271.4,264.92,278.54,22338.07349203
2015-07-08,268.35,265.31,263.01,269.31,12808.13382764
2015-07-09,271.47,268.43,265.22,273.24,16454.35421813
2015-07-10,270.61,271.4,267.41,271.98,11816.057355600002
2015-07-11,288.97,270.83,270.79,294.71,29486.29062065
2015-07-12,299.47,289.03,287.63,302.14,14567.30991631
2015-07-13,287.97,299.47,281.5,317.99,28998.106071069997
2015-07-14,288.22,287.98,281.0,294.47,20707.027262680003
2015-07-15,289.43,288.25,286.91,297.13,9127.80175928
2015-07-16,285.38,290.22,282.0,293.7,14857.982234319998
2015-07-17,273.7,285.12,272.31,285.36,18852.81221097
2015-07-18,277.9,273.7,272.69,280.73,8795.894716809997
