,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
2016-12-07 08:34:00,756.76,756.76,756.64,756.64,1.06753,807.78589,756.68682847
2016-12-07 08:35:00,756.46,756.62,755.73,756.62,30.32384,22917.947763,755.77327156
2016-12-07 08:36:00,756.51,756.54,756.49,756.54,5.61125013,4245.0165499,756.51885971
2016-12-07 08:37:00,756.58,756.58,756.58,756.58,0.3119,235.977302,756.58
2016-12-07 08:38:00,756.51,756.51,756.51,756.51,0.18821,142.3827471,756.51
2016-12-07 08:39:00,756.5,756.5,755.97,755.97,0.10295968,77.87075991,756.3228626
2016-12-07 08:40:00,756.5,756.5,756.5,756.5,3.43079144,2595.393724400001,756.5
2016-12-07 08:41:00,756.47,756.5,756.47,756.5,3.39612494,2569.0840814,756.47513762
2016-12-07 08:42:00,756.5,756.5,756.5,756.5,0.0,0.0,756.47513762
2016-12-07 08:43:00,756.49,756.49,756.49,756.49,3.82180667,2891.1585278,756.49
2016-12-07 08:44:00,756.47,756.47,756.47,756.47,4.30678004,3257.9498969,756.47
2016-12-07 08:45:00,756.47,756.47,756.47,756.47,0.5,378.235,756.47
2016-12-07 08:46:00,756.47,756.47,756.47,756.47,0.0,0.0,756.47
2016-12-07 08:47:00,756.47,756.47,756.47,756.47,1.1126120000000002,841.65759964,756.47
2016-12-07 08:48:00,756.47,756.47,756.47,756.47,0.2860007,216.35094953,756.47
2016-12-07 08:49:00,756.47,756.47,756.47,756.47,2.39817571,1814.1479793,756.47
2016-12-07 08:50:00,756.47,756.49,756.45,756.45,41.90352705,31698.569862,756.46543606
2016-12-07 08:51:00,756.46,756.46,756.46,756.46,0.0157,11.876422,756.46
2016-12-07 08:52:00,756.46,756.46,756.46,756.46,0.0,0.0,756.46
2016-12-07 08:53:00,756.5,757.76,756.5,757.76,26.35123233,19950.126,757.08512414
2016-12-07 08:54:00,757.36,757.74,757.34,757.74,46.04722619,34884.144113,757.57319169
2016-12-07 08:55:00,757.73,757.73,757.73,757.73,0.39950865,302.71968936,757.73
2016-12-07 08:56:00,756.23,758.33,756.21,758.1,0.30009217,227.16130524,756.97178384
2016-12-07 08:57:00,757.94,757.94,756.27,756.27,1.50058155,1134.8778662,756.2920297000002
2016-12-07 08:58:00,756.94,756.94,756.0,756.0,2.38579217,1803.7110979,756.02188681
2016-12-07 08:59:00,756.0,756.0,756.0,756.0,0.0378728,28.6318368,756.0
2016-12-07 09:00:00,756.0,756.0,755.99,756.0,0.36522108,276.10706648,755.99980834
2016-12-07 09:01:00,756.0,756.0,756.0,756.0,0.0,0.0,755.99980834
2016-12-07 09:02:00,756.0,756.94,756.0,756.93,24.76792872,18746.298824,756.87793824
2016-12-07 09:03:00,756.94,756.94,756.92,756.92,8.29489909,6278.679033300001,756.93253952
2016-12-07 09:04:00,756.92,756.92,756.9,756.9,1.51363876,1145.7032997,756.91990057
2016-12-07 09:05:00,756.9,756.9,756.9,756.9,0.0,0.0,756.91990057
2016-12-07 09:06:00,756.9,756.9,756.9,756.9,0.0,0.0,756.91990057
2016-12-07 09:07:00,756.9,756.9,756.9,756.9,0.0,0.0,756.91990057
2016-12-07 09:08:00,756.9,756.9,756.9,756.9,0.0,0.0,756.91990057
2016-12-07 09:09:00,756.18,756.5,756.18,756.47,46.45854564,35144.580075,756.47180925
2016-12-07 09:10:00,756.45,756.45,756.45,756.45,0.55038165,416.33619914,756.45
2016-12-07 09:11:00,756.45,756.45,756.45,756.45,0.0,0.0,756.45
2016-12-07 09:12:00,756.09,756.47,756.09,756.45,0.76487044,578.58211958,756.44460725
2016-12-07 09:13:00,756.47,756.47,756.47,756.47,1.47970479,1119.3522825,756.47
2016-12-07 09:14:00,756.09,756.09,756.09,756.09,0.01320044,9.980720679600001,756.09
2016-12-07 09:15:00,756.09,756.09,756.09,756.09,0.0,0.0,756.09
2016-12-07 09:16:00,756.09,756.47,756.0,756.0,7.57398943,5726.4895774,756.07308808
2016-12-07 09:17:00,756.46,756.49,756.46,756.49,1.85926553,1406.4895592,756.47589683
2016-12-07 09:18:00,756.46,756.46,756.45,756.45,0.78951913,597.23945323,756.45976207
2016-12-07 09:19:00,756.46,756.46,756.46,756.46,0.24130781,182.53970595,756.46
2016-12-07 09:20:00,756.46,756.46,756.46,756.46,0.01972546,14.921521472,756.46
2016-12-07 09:21:00,756.46,756.46,756.45,756.45,27.68340452,20941.243887,756.45478762
2016-12-07 09:22:00,756.45,756.45,756.45,756.45,0.01973562,14.929009749,756.45
2016-12-07 09:23:00,756.45,756.45,756.45,756.45,0.031,23.44995,756.45
2016-12-07 09:24:00,756.45,756.45,756.45,756.45,0.05110562,38.658846249,756.45
2016-12-07 09:25:00,756.45,756.45,755.72,756.45,13.22661284,9996.595655,755.79407789
2016-12-07 09:26:00,756.43,756.43,756.43,756.43,0.01952963,14.772798021,756.43
2016-12-07 09:27:00,756.42,756.42,756.42,756.42,0.03691183,27.920846449000006,756.42
2016-12-07 09:28:00,756.42,756.42,756.42,756.42,0.0,0.0,756.42
2016-12-07 09:29:00,756.38,756.38,756.38,756.38,0.1466,110.885308,756.38
2016-12-07 09:30:00,755.92,756.42,755.92,756.42,1.33704403,1011.1384168,756.24915421
2016-12-07 09:31:00,756.42,756.42,756.41,756.41,1.25636738,950.33488728,756.41480542
2016-12-07 09:32:00,755.92,755.92,755.92,755.92,0.13,98.2696,755.92
2016-12-07 09:33:00,756.42,756.42,756.42,756.42,0.01,7.5642,756.42
2016-12-07 09:34:00,756.41,756.42,755.92,755.92,1.29968159,982.95520751,756.30463267
2016-12-07 09:35:00,755.92,755.92,755.92,755.92,0.41,309.9272,755.92
2016-12-07 09:36:00,755.92,755.92,755.7,755.7,5.26968159,3982.4237675,755.7237946
2016-12-07 09:37:00,755.7,755.7,755.7,755.7,0.0,0.0,755.7237946
2016-12-07 09:38:00,755.7,755.99,755.7,755.99,0.51968159,392.86837756,755.979017
2016-12-07 09:39:00,755.85,755.85,755.85,755.85,0.0125,9.448125,755.85
2016-12-07 09:40:00,755.7,755.97,755.7,755.97,0.18259784,138.02102669,755.87436679
2016-12-07 09:41:00,755.97,755.99,755.97,755.99,2.0832536,1574.8946119999996,755.97834658
2016-12-07 09:42:00,755.99,755.99,755.99,755.99,4.65679503,3520.4904747,755.99
2016-12-07 09:43:00,755.99,755.99,755.99,755.99,0.01581217,11.953842397999999,755.99
2016-12-07 09:44:00,755.99,755.99,755.99,755.99,0.70285322,531.35000579,755.99
2016-12-07 09:45:00,755.99,755.99,755.7,755.99,0.11430250000000003,86.402347885,755.90951978
2016-12-07 09:46:00,755.99,755.99,755.99,755.99,0.21383968,161.66065968,755.99
2016-12-07 09:47:00,755.99,755.99,755.99,755.99,0.06087766,46.022902183,755.99
2016-12-07 09:48:00,756.37,756.37,755.99,755.99,0.05100951,38.570134879,756.13615733
2016-12-07 09:49:00,755.98,755.98,755.7,755.7,1.0,755.7087892000002,755.7087892000002
2016-12-07 09:50:00,755.99,755.99,755.98,755.98,0.03882806,29.353430939000006,755.985
2016-12-07 09:51:00,755.98,755.98,755.98,755.98,0.0,0.0,755.985
2016-12-07 09:52:00,755.98,755.98,755.0,755.0,85.61429427,64647.374772,755.10024726
2016-12-07 09:53:00,755.0,755.0,754.67,755.0,4.68811604,3539.5025841,754.99466181
2016-12-07 09:54:00,755.0,755.0,753.0,753.0,72.39620193,54618.77915900001,754.44260476
2016-12-07 09:55:00,752.99,754.96,752.99,754.77,17.69166746,13328.9062,753.40022244
2016-12-07 09:56:00,754.7,754.99,753.17,753.17,5.95885041,4497.1503373999985,754.70099565
2016-12-07 09:57:00,753.99,753.99,753.97,753.99,10.09589002,7612.1797748,753.98798518
2016-12-07 09:58:00,753.99,753.99,753.97,753.98,8.48221747,6395.4205815,753.97979409
2016-12-07 09:59:00,753.98,753.98,753.98,753.98,0.0,0.0,753.97979409
2016-12-07 10:00:00,753.98,753.99,753.97,753.99,0.96072731,724.36704647,753.97778217
2016-12-07 10:01:00,753.99,753.99,753.99,753.99,0.30546540000000005,230.31785695,753.99
2016-12-07 10:02:00,753.99,753.99,753.02,753.02,6.59792554,4974.2362683,753.90912464
2016-12-07 10:03:00,753.96,753.97,753.96,753.97,1.23852149,933.80459115,753.96720904
2016-12-07 10:04:00,753.97,753.97,753.97,753.97,5.68596235,4287.0450329999985,753.97
2016-12-07 10:05:00,753.97,753.97,753.97,753.97,4.14355246,3124.114248300001,753.97
2016-12-07 10:06:00,753.97,753.97,753.97,753.97,3.59005276,2706.7920795,753.97
2016-12-07 10:07:00,753.97,753.97,753.97,753.97,5.50795777,4152.8349198,753.97
2016-12-07 10:08:00,753.96,753.97,752.99,753.96,17.13769449,12905.934825,753.07298964
2016-12-07 10:09:00,753.88,753.9,751.65,751.65,9.15819992,6885.1530958,751.80200869
2016-12-07 10:10:00,752.89,753.76,751.06,753.6,27.80277012,20892.882836,751.46766836
2016-12-07 10:11:00,753.59,753.59,751.0,751.0,28.88044873,21693.512956,751.14874977
2016-12-07 10:12:00,751.01,753.3,751.01,751.11,20.23257981,15197.35586,751.13287593
2016-12-07 10:13:00,751.11,751.11,751.11,751.11,0.0,0.0,751.13287593
2016-12-07 10:14:00,751.13,753.31,751.13,753.31,0.09831814,74.021379498,752.87611725
2016-12-07 10:15:00,753.33,753.55,753.33,753.55,0.51241209,386.09899976,753.49314994
2016-12-07 10:16:00,752.16,752.16,752.16,752.16,0.01956814,14.718372182000001,752.16
2016-12-07 10:17:00,753.81,753.81,753.81,753.81,0.1256,94.678536,753.81
2016-12-07 10:18:00,753.0,753.77,753.0,753.77,12.29117791,9261.1857263,753.48235899
2016-12-07 10:19:00,753.77,753.77,753.69,753.77,4.90215013,3695.0343705,753.75789654
2016-12-07 10:20:00,753.77,753.77,753.77,753.77,0.00795988,5.9999187476,753.77
2016-12-07 10:21:00,753.77,753.77,753.77,753.77,0.41,309.0457,753.77
2016-12-07 10:22:00,753.69,753.77,753.03,753.77,2.8733245,2165.3624888,753.6087514
2016-12-07 10:23:00,753.77,753.77,753.77,753.77,0.10138097,76.417933757,753.77
2016-12-07 10:24:00,753.77,753.77,753.77,753.77,0.15153515,114.22265002,753.77
2016-12-07 10:25:00,753.77,753.77,753.77,753.77,0.0,0.0,753.77
2016-12-07 10:26:00,753.5,753.5,753.5,753.5,0.42428605,319.69953867,753.5
2016-12-07 10:27:00,753.5,753.5,753.5,753.5,0.12830946,96.68117811,753.5
2016-12-07 10:28:00,753.5,753.5,753.5,753.5,0.01943709,14.645847315,753.5
2016-12-07 10:29:00,752.99,752.99,752.96,752.96,3.96301794,2984.0371235,752.97088449
2016-12-07 10:30:00,753.39,753.39,753.39,753.39,0.03947578,29.740657894,753.39
2016-12-07 10:31:00,753.05,753.39,753.05,753.39,2.37446971,1788.8851908,753.38303253
2016-12-07 10:32:00,753.4,753.4,753.4,753.4,0.24766461,186.59051717,753.4
2016-12-07 10:33:00,753.4,753.4,752.98,753.4,0.41720622,314.31993445,753.39225395
2016-12-07 10:34:00,753.4,753.4,752.97,753.4,0.24102341,181.55618075,753.27197783
2016-12-07 10:35:00,753.4,753.4,753.4,753.4,8.0,6027.2,753.4
2016-12-07 10:36:00,753.01,753.4,753.01,753.4,0.14190754,106.86802235,753.08205858
2016-12-07 10:37:00,753.4,753.4,753.4,753.4,0.0,0.0,753.08205858
2016-12-07 10:38:00,751.78,753.4,751.78,753.4,5.07136099,3820.7319093,753.39379642
2016-12-07 10:39:00,753.4,753.4,753.4,753.4,4.2104194,3172.129976,753.4
2016-12-07 10:40:00,752.99,753.4,752.99,753.4,0.20734912,156.20886476,753.36159979
2016-12-07 10:41:00,753.15,753.15,753.15,753.15,0.18078511,136.15830559999998,753.15
2016-12-07 10:42:00,753.14,753.39,753.13,753.39,1.78165084,1342.2360912999998,753.36651896
2016-12-07 10:43:00,753.39,753.39,753.39,753.39,0.0202,15.218478,753.39
2016-12-07 10:44:00,753.32,753.32,753.32,753.32,0.01942012,14.629564797999999,753.32
2016-12-07 10:45:00,753.4,753.4,753.4,753.4,1.15565,870.66671,753.4
2016-12-07 10:46:00,753.4,753.4,753.4,753.4,0.0,0.0,753.4
2016-12-07 10:47:00,753.4,753.4,752.96,752.96,1.53307282,1155.0134051,753.39761431
2016-12-07 10:48:00,752.96,752.96,752.96,752.96,0.0,0.0,753.39761431
2016-12-07 10:49:00,753.38,753.38,753.38,753.38,0.48989393,369.07628898,753.38
2016-12-07 10:50:00,753.38,753.38,753.3,753.3,1.71565,1292.475645,753.34458951
2016-12-07 10:51:00,753.3,753.3,753.3,753.3,0.0,0.0,753.34458951
2016-12-07 10:52:00,753.3,753.3,753.3,753.3,0.0,0.0,753.34458951
2016-12-07 10:53:00,753.3,753.3,753.3,753.3,0.0,0.0,753.34458951
2016-12-07 10:54:00,753.3,753.3,753.3,753.3,1.3844,1042.86852,753.3
2016-12-07 10:55:00,753.3,753.3,753.3,753.3,0.0,0.0,753.3
2016-12-07 10:56:00,753.3,753.3,753.3,753.3,0.0,0.0,753.3
2016-12-07 10:57:00,753.3,753.3,753.3,753.3,0.01598299,12.039986367000001,753.3
2016-12-07 10:58:00,753.3,753.3,753.3,753.3,5.83719596,4397.1597167,753.3
2016-12-07 10:59:00,753.3,753.3,753.3,753.3,0.35752021,269.31997419,753.3
2016-12-07 11:00:00,753.29,753.3,753.29,753.3,0.86,647.835,753.29651163
2016-12-07 11:01:00,753.3,753.3,753.3,753.3,0.0,0.0,753.29651163
2016-12-07 11:02:00,753.3,753.3,753.3,753.3,11.71257381,8823.081851100002,753.3
2016-12-07 11:03:00,753.3,753.3,753.3,753.3,0.04769548,35.929005084,753.3
2016-12-07 11:04:00,753.3,753.3,753.3,753.3,0.12742046,95.985832518,753.3
2016-12-07 11:05:00,753.3,753.3,753.3,753.3,0.1293,97.40169,753.3
2016-12-07 11:06:00,753.3,753.3,753.3,753.3,0.31931764,240.54197821,753.3
2016-12-07 11:07:00,753.3,753.3,753.3,753.3,0.0,0.0,753.3
2016-12-07 11:08:00,753.3,753.3,753.3,753.3,0.02718033,20.474942589,753.3
2016-12-07 11:09:00,753.3,753.3,753.29,753.3,0.27772982,209.21370337,753.29938778
2016-12-07 11:10:00,753.3,753.3,753.3,753.3,1.31727209,992.3010654,753.3
2016-12-07 11:11:00,753.3,753.3,753.3,753.3,0.6,451.98,753.3
2016-12-07 11:12:00,753.29,753.3,753.29,753.3,0.53704633,404.55680747,753.29964077
2016-12-07 11:13:00,753.3,753.3,753.3,753.3,1.94695913,1466.6443126,753.3
2016-12-07 11:14:00,753.29,753.3,753.29,753.3,0.0524923,39.542256667,753.29632474
2016-12-07 11:15:00,753.3,753.3,753.3,753.3,0.0325,24.48225,753.3
2016-12-07 11:16:00,753.29,753.3,753.29,753.3,0.59625588,449.15936148,753.29967644
2016-12-07 11:17:00,753.3,753.3,753.3,753.3,1.00765384,759.06563767,753.3
2016-12-07 11:18:00,753.29,753.29,753.29,753.29,0.01929229,14.532689134000002,753.29
2016-12-07 11:19:00,753.3,753.3,753.3,753.3,5.741134,4324.7962422,753.3
2016-12-07 11:20:00,753.3,753.3,753.29,753.3,2.00801085,1512.6202632000004,753.2928735
2016-12-07 11:21:00,753.3,753.3,753.3,753.3,1.99040223,1499.3699999000007,753.3
2016-12-07 11:22:00,753.3,753.3,753.3,753.3,4.5341499,3415.5751196999995,753.3
2016-12-07 11:23:00,753.3,753.3,753.3,753.3,0.43948,331.060284,753.3
2016-12-07 11:24:00,753.3,753.3,753.3,753.3,2.87023018,2162.1443946,753.3
2016-12-07 11:25:00,753.3,753.3,753.3,753.3,0.0,0.0,753.3
2016-12-07 11:26:00,753.3,753.3,753.3,753.3,0.06910259,52.054981047,753.3
2016-12-07 11:27:00,753.3,753.3,753.3,753.3,0.0138421,10.42725393,753.3
2016-12-07 11:28:00,753.3,753.3,753.3,753.3,0.0,0.0,753.3
2016-12-07 11:29:00,753.3,753.3,753.3,753.3,1.2160459,916.04737647,753.3
2016-12-07 11:30:00,753.3,754.54,753.3,754.54,47.6100541,35899.776085000005,754.03770829
2016-12-07 11:31:00,754.54,755.85,754.54,755.85,27.80973731,20991.644507,754.83073691
2016-12-07 11:32:00,755.97,756.43,755.85,756.15,22.93774936,17341.706708,756.0334903
2016-12-07 11:33:00,756.18,756.55,756.18,756.55,19.09638361,14446.367141,756.49753566
2016-12-07 11:34:00,756.89,757.0,756.89,757.0,6.08388524,4605.3868103999985,756.98120998
2016-12-07 11:35:00,757.0,757.79,757.0,757.79,24.63545607,18655.235558,757.25147951
2016-12-07 11:36:00,757.85,757.86,757.38,757.49,2.0659,1565.546594,757.8036662000002
2016-12-07 11:37:00,757.69,757.7,757.69,757.7,0.20299,153.803723,757.69113257
2016-12-07 11:38:00,757.7,757.7,757.7,757.7,1.46869544,1112.8305349000002,757.7
2016-12-07 11:39:00,757.7,757.7,757.69,757.69,1.08633,823.111591,757.69940166
2016-12-07 11:40:00,757.7,757.7,757.69,757.7,15.78529681,11960.498583,757.69868168
2016-12-07 11:41:00,757.7,757.86,757.7,757.85,4.94342949,3745.8085649,757.73480181
2016-12-07 11:42:00,757.7,757.7,757.69,757.69,0.603,456.89024922,757.69527234
2016-12-07 11:43:00,757.7,757.7,757.7,757.7,0.01,7.577000000000001,757.7
2016-12-07 11:44:00,757.69,757.73,757.69,757.73,2.02918891,1537.5378652000004,757.71055994
2016-12-07 11:45:00,757.69,757.85,757.69,757.85,0.333171,252.49204235,757.84519766
2016-12-07 11:46:00,757.69,757.74,757.69,757.74,0.0776271,58.820199308999996,757.72764033
2016-12-07 11:47:00,757.74,757.74,757.74,757.74,0.0,0.0,757.72764033
2016-12-07 11:48:00,757.71,757.85,757.71,757.85,0.04998891,37.880065771999995,757.7693887
2016-12-07 11:49:00,757.79,757.79,757.79,757.79,0.10135376,76.80486579,757.79
2016-12-07 11:50:00,757.72,757.72,757.72,757.72,0.01918891,14.539820885,757.72
2016-12-07 11:51:00,757.8,757.81,757.8,757.81,0.05245614,39.751525173000005,757.805
2016-12-07 11:52:00,757.82,757.83,757.82,757.83,1.58,1197.3624,757.8243037999998
2016-12-07 11:53:00,757.83,757.83,757.83,757.83,0.0,0.0,757.8243037999998
2016-12-07 11:54:00,757.83,757.83,757.83,757.83,0.0,0.0,757.8243037999998
2016-12-07 11:55:00,757.79,757.8,757.79,757.8,5.303,4018.61037,757.79942863
2016-12-07 11:56:00,757.8,757.8,757.8,757.8,0.38364344,290.72499883,757.8
2016-12-07 11:57:00,757.81,757.81,757.79,757.79,0.1167,88.435027,757.79800343
2016-12-07 11:58:00,757.8,757.8,757.8,757.8,0.06843527,51.860247606,757.8
2016-12-07 11:59:00,757.8,758.1,757.8,758.1,45.15970891,34223.619395999995,757.83525231
2016-12-07 12:00:00,758.1,758.2,757.86,757.86,1.981137,1501.8694907,758.08462044
2016-12-07 12:01:00,758.36,758.36,758.36,758.36,0.0349,26.466764,758.36
2016-12-07 12:02:00,758.17,758.69,757.86,757.86,0.56924124,431.57658668,758.16113864
2016-12-07 12:03:00,758.28,758.98,758.28,758.33,1.51045126,1145.7895612,758.57433571
2016-12-07 12:04:00,757.92,757.92,757.87,757.89,7.22777851,5478.0564783,757.91703782
2016-12-07 12:05:00,758.01,758.96,758.01,758.02,2.18677974,1658.0017497,758.19330104
2016-12-07 12:06:00,758.03,758.15,758.03,758.14,2.848689,2159.5794845,758.09591166
2016-12-07 12:07:00,758.95,758.95,758.04,758.11,4.13759,3137.3420337,758.25348421
2016-12-07 12:08:00,758.11,758.14,758.11,758.14,0.479146,363.2510929,758.12193549
2016-12-07 12:09:00,758.14,758.14,758.14,758.14,0.0,0.0,758.12193549
2016-12-07 12:10:00,758.65,758.65,758.65,758.65,0.0778,59.02297,758.65
2016-12-07 12:11:00,758.65,758.65,758.65,758.65,0.0,0.0,758.65
2016-12-07 12:12:00,758.46,758.65,758.14,758.21,3.78911548,2872.8341589,758.18068203
2016-12-07 12:13:00,758.21,758.65,758.21,758.24,1.201502,911.04689158,758.2566584
2016-12-07 12:14:00,758.6,758.6,758.11,758.11,2.87938325,2182.9095688,758.11706162
2016-12-07 12:15:00,758.11,758.11,758.11,758.11,4.0012349999999985,3033.3762658000005,758.11
2016-12-07 12:16:00,758.43,758.61,758.12,758.12,0.05911548,44.824194283000004,758.24799668
2016-12-07 12:17:00,758.46,758.66,758.46,758.65,1.02568827,778.13835355,758.64994883
2016-12-07 12:18:00,758.66,758.66,758.65,758.65,0.35637127,270.36125325,758.6505311000002
2016-12-07 12:19:00,758.66,758.66,758.01,758.01,25.99275613,19717.111906,758.56180111
2016-12-07 12:20:00,757.98,758.0,757.96,757.96,0.77030857,583.86809606,757.96650693
2016-12-07 12:21:00,757.96,757.96,757.96,757.96,0.00985953,7.4731293588,757.96
2016-12-07 12:22:00,757.96,757.96,757.96,757.96,0.01906829,14.453001087999999,757.96
2016-12-07 12:23:00,757.99,757.99,757.99,757.99,0.4581,347.235219,757.99
2016-12-07 12:24:00,757.96,757.99,757.96,757.96,1.54671717,1172.3836356,757.98191058
2016-12-07 12:25:00,757.96,757.96,757.96,757.96,0.0,0.0,757.98191058
2016-12-07 12:26:00,757.96,757.96,757.96,757.96,0.01906829,14.453001087999999,757.96
2016-12-07 12:27:00,757.96,757.96,757.69,757.69,51.37263668,38928.706423,757.77123657
2016-12-07 12:28:00,757.42,757.42,757.29,757.29,0.60935492,461.46380351,757.29888832
2016-12-07 12:29:00,756.52,756.52,756.52,756.52,1.99935492,1512.5519840999998,756.52
2016-12-07 12:30:00,756.51,756.53,756.51,756.53,0.26409817,199.79817565,756.52995115
2016-12-07 12:31:00,756.89,756.89,755.88,756.82,1.25305576,947.52359342,756.17033468
2016-12-07 12:32:00,756.82,756.82,756.82,756.82,0.0,0.0,756.17033468
2016-12-07 12:33:00,756.52,756.52,756.52,756.52,1.48988531,1127.1280347000004,756.52
2016-12-07 12:34:00,756.95,756.99,756.51,756.97,11.55674579,8747.0370302,756.87716846
2016-12-07 12:35:00,757.0,757.25,756.95,757.03,37.0944,28085.947383,757.14790866
2016-12-07 12:36:00,757.28,757.28,756.99,757.27,11.67669303,8842.0864873,757.24235145
2016-12-07 12:37:00,757.27,757.27,757.22,757.24,3.99176821,3022.7341193,757.2418938999998
2016-12-07 12:38:00,757.24,757.9,757.24,757.9,30.21893298,22887.155988,757.37803193
2016-12-07 12:39:00,757.97,757.97,757.97,757.97,9.092,6891.463240000001,757.97
2016-12-07 12:40:00,757.97,758.0,757.97,758.0,24.31957952,18433.854196,757.98408358
2016-12-07 12:41:00,758.0,758.03,757.99,758.02,25.60801158,19410.875338,758.00009997
2016-12-07 12:42:00,758.6,758.6,758.0,758.02,1.08881016,825.33955174,758.01970082
2016-12-07 12:43:00,758.05,758.09,758.05,758.09,0.13699999999999998,103.85548,758.06919708
2016-12-07 12:44:00,758.09,758.09,758.09,758.09,0.0,0.0,758.06919708
2016-12-07 12:45:00,758.09,758.09,758.09,758.09,0.0,0.0,758.06919708
2016-12-07 12:46:00,758.03,758.03,758.0,758.0,0.26505162,200.91422796,758.01924153
2016-12-07 12:47:00,758.59,758.59,758.59,758.59,0.06149406,46.648778975,758.59
2016-12-07 12:48:00,758.57,758.61,758.57,758.61,0.3912,296.75609176,758.57896667
2016-12-07 12:49:00,758.61,758.61,758.61,758.61,0.0,0.0,758.57896667
2016-12-07 12:50:00,758.61,758.61,758.61,758.61,0.0,0.0,758.57896667
2016-12-07 12:51:00,758.61,758.61,758.61,758.61,0.0,0.0,758.57896667
2016-12-07 12:52:00,758.61,758.61,758.61,758.61,0.0,0.0,758.57896667
2016-12-07 12:53:00,758.27,758.27,758.27,758.27,0.05508885,41.77222229,758.27
2016-12-07 12:54:00,758.27,758.35,758.27,758.35,0.42147862,319.62469458,758.34141856
2016-12-07 12:55:00,758.35,758.4,758.35,758.4,2.2306,1691.6502838,758.38352185
2016-12-07 12:56:00,758.35,758.4,758.35,758.4,0.11103936,84.21130242699999,758.39146071
2016-12-07 12:57:00,757.52,757.52,757.51,757.51,1.24466384,942.84794428,757.51212013
2016-12-07 12:58:00,757.51,757.51,757.5,757.51,0.83765096,634.52518128,757.50546657
2016-12-07 12:59:00,757.51,757.51,757.51,757.51,0.0,0.0,757.50546657
2016-12-07 13:00:00,757.51,758.39,757.51,758.39,1.515521,1149.3366829,758.37727285
2016-12-07 13:01:00,757.54,758.36,757.54,757.65,0.05248324,39.771031289,757.78536708
2016-12-07 13:02:00,757.52,758.4,757.52,758.4,0.69108927,524.08555547,758.34711697
2016-12-07 13:03:00,757.57,757.57,757.57,757.57,0.099,74.99943,757.57
2016-12-07 13:04:00,758.3,758.3,758.3,758.3,0.0068,5.15644,758.3
2016-12-07 13:05:00,758.3,758.4,758.3,758.4,11.74903499,8910.3158164,758.38703553
2016-12-07 13:06:00,758.4,758.41,758.3,758.41,9.72281726,7373.77215,758.39871848
2016-12-07 13:07:00,758.41,758.64,758.4,758.64,2.73936,2077.8772381,758.52653106
2016-12-07 13:08:00,758.64,758.65,758.41,758.41,6.02935,4573.788218,758.58728022
2016-12-07 13:09:00,758.4,758.41,758.0,758.0,6.35947722,4822.566559399998,758.32751538
2016-12-07 13:10:00,757.99,757.99,757.71,757.71,0.29,219.7415,757.72931034
2016-12-07 13:11:00,757.71,757.99,757.71,757.71,2.80509555,2126.1596519,757.96336134
2016-12-07 13:12:00,757.71,757.99,757.71,757.72,1.13151759,857.58001804,757.90250688
2016-12-07 13:13:00,757.75,757.75,757.75,757.75,0.329,249.29975,757.75
2016-12-07 13:14:00,757.75,757.96,757.75,757.96,1.90444976,1443.2803201,757.84636088
2016-12-07 13:15:00,757.71,757.71,757.4,757.4,0.65924998,499.50813485,757.69154343
2016-12-07 13:16:00,757.48,757.63,757.48,757.63,0.9805,742.8215799999998,757.59467619
2016-12-07 13:17:00,757.63,757.93,757.63,757.93,0.52132169,395.0968485,757.87533126
2016-12-07 13:18:00,757.63,757.63,757.63,757.63,0.995,753.84185,757.63
2016-12-07 13:19:00,757.63,757.93,756.81,757.81,15.97346223,12096.493382,757.28688044
2016-12-07 13:20:00,757.81,757.81,757.81,757.81,0.0,0.0,757.28688044
2016-12-07 13:21:00,756.97,756.97,756.97,756.97,0.35674675,270.04658735,756.97
2016-12-07 13:22:00,756.72,756.72,756.72,756.72,0.10677661,80.799996319,756.72
2016-12-07 13:23:00,755.81,755.81,755.81,755.81,0.0592,44.743952,755.81
2016-12-07 13:24:00,755.91,757.27,755.91,757.27,0.88507634,670.14285817,757.15825617
2016-12-07 13:25:00,756.97,756.98,756.79,756.79,5.272921,3990.5431,756.79933379
2016-12-07 13:26:00,756.75,756.75,756.7,756.7,2.2968964,1738.1747947,756.74932256
2016-12-07 13:27:00,756.65,757.7,756.54,757.7,4.74794252,3593.7874062,756.91468275
2016-12-07 13:28:00,757.66,757.66,756.72,756.73,0.616,466.1690922,756.76800682
2016-12-07 13:29:00,757.71,757.74,757.7,757.7,2.7415,2077.24065,757.70222506
2016-12-07 13:30:00,757.71,757.71,756.73,756.73,0.09991125,75.624373237,756.91549488
2016-12-07 13:31:00,756.73,756.73,756.72,756.72,0.94312534,713.68792098,756.72648238
2016-12-07 13:32:00,757.57,757.57,757.57,757.57,0.07791275,59.02436201800001,757.57
2016-12-07 13:33:00,757.68,757.68,757.68,757.68,0.16307861,123.56140122,757.68
2016-12-07 13:34:00,757.68,757.68,757.68,757.68,0.01891175,14.32905474,757.68
2016-12-07 13:35:00,757.68,757.68,757.68,757.68,0.0,0.0,757.68
2016-12-07 13:36:00,757.68,757.68,757.68,757.68,0.0187075,14.1742986,757.68
2016-12-07 13:37:00,757.68,757.69,757.68,757.69,0.0624,47.279412086,757.68288599
